Unicode,Caractere,Nome,Origem
U+1D612,𝘒,MATHEMATICAL SANS-SERIF ITALIC CAPITAL K,Latin Modern Math: adaptação de escala; licença GUST
U+1D613,𝘓,MATHEMATICAL SANS-SERIF ITALIC CAPITAL L,Latin Modern Math: adaptação de escala; licença GUST
U+1D614,𝘔,MATHEMATICAL SANS-SERIF ITALIC CAPITAL M,Latin Modern Math: adaptação de escala; licença GUST
U+1D615,𝘕,MATHEMATICAL SANS-SERIF ITALIC CAPITAL N,Latin Modern Math: adaptação de escala; licença GUST
U+1D616,𝘖,MATHEMATICAL SANS-SERIF ITALIC CAPITAL O,Latin Modern Math: adaptação de escala; licença GUST
U+1D617,𝘗,MATHEMATICAL SANS-SERIF ITALIC CAPITAL P,Latin Modern Math: adaptação de escala; licença GUST
U+1D618,𝘘,MATHEMATICAL SANS-SERIF ITALIC CAPITAL Q,Latin Modern Math: adaptação de escala; licença GUST
U+1D619,𝘙,MATHEMATICAL SANS-SERIF ITALIC CAPITAL R,Latin Modern Math: adaptação de escala; licença GUST
U+1D61A,𝘚,MATHEMATICAL SANS-SERIF ITALIC CAPITAL S,Latin Modern Math: adaptação de escala; licença GUST
U+1D61B,𝘛,MATHEMATICAL SANS-SERIF ITALIC CAPITAL T,Latin Modern Math: adaptação de escala; licença GUST
U+1D61C,𝘜,MATHEMATICAL SANS-SERIF ITALIC CAPITAL U,Latin Modern Math: adaptação de escala; licença GUST
U+1D61D,𝘝,MATHEMATICAL SANS-SERIF ITALIC CAPITAL V,Latin Modern Math: adaptação de escala; licença GUST
U+1D61E,𝘞,MATHEMATICAL SANS-SERIF ITALIC CAPITAL W,Latin Modern Math: adaptação de escala; licença GUST
U+1D61F,𝘟,MATHEMATICAL SANS-SERIF ITALIC CAPITAL X,Latin Modern Math: adaptação de escala; licença GUST
U+1D620,𝘠,MATHEMATICAL SANS-SERIF ITALIC CAPITAL Y,Latin Modern Math: adaptação de escala; licença GUST
U+1D621,𝘡,MATHEMATICAL SANS-SERIF ITALIC CAPITAL Z,Latin Modern Math: adaptação de escala; licença GUST
U+1D622,𝘢,MATHEMATICAL SANS-SERIF ITALIC SMALL A,Latin Modern Math: adaptação de escala; licença GUST
U+1D623,𝘣,MATHEMATICAL SANS-SERIF ITALIC SMALL B,Latin Modern Math: adaptação de escala; licença GUST
U+1D624,𝘤,MATHEMATICAL SANS-SERIF ITALIC SMALL C,Latin Modern Math: adaptação de escala; licença GUST
U+1D625,𝘥,MATHEMATICAL SANS-SERIF ITALIC SMALL D,Latin Modern Math: adaptação de escala; licença GUST
U+1D626,𝘦,MATHEMATICAL SANS-SERIF ITALIC SMALL E,Latin Modern Math: adaptação de escala; licença GUST
U+1D627,𝘧,MATHEMATICAL SANS-SERIF ITALIC SMALL F,Latin Modern Math: adaptação de escala; licença GUST
U+1D628,𝘨,MATHEMATICAL SANS-SERIF ITALIC SMALL G,Latin Modern Math: adaptação de escala; licença GUST
U+1D629,𝘩,MATHEMATICAL SANS-SERIF ITALIC SMALL H,Latin Modern Math: adaptação de escala; licença GUST
U+1D62A,𝘪,MATHEMATICAL SANS-SERIF ITALIC SMALL I,Latin Modern Math: adaptação de escala; licença GUST
U+1D62B,𝘫,MATHEMATICAL SANS-SERIF ITALIC SMALL J,Latin Modern Math: adaptação de escala; licença GUST
U+1D62C,𝘬,MATHEMATICAL SANS-SERIF ITALIC SMALL K,Latin Modern Math: adaptação de escala; licença GUST
U+1D62D,𝘭,MATHEMATICAL SANS-SERIF ITALIC SMALL L,Latin Modern Math: adaptação de escala; licença GUST
U+1D62E,𝘮,MATHEMATICAL SANS-SERIF ITALIC SMALL M,Latin Modern Math: adaptação de escala; licença GUST
U+1D62F,𝘯,MATHEMATICAL SANS-SERIF ITALIC SMALL N,Latin Modern Math: adaptação de escala; licença GUST
U+1D630,𝘰,MATHEMATICAL SANS-SERIF ITALIC SMALL O,Latin Modern Math: adaptação de escala; licença GUST
U+1D631,𝘱,MATHEMATICAL SANS-SERIF ITALIC SMALL P,Latin Modern Math: adaptação de escala; licença GUST
U+1D632,𝘲,MATHEMATICAL SANS-SERIF ITALIC SMALL Q,Latin Modern Math: adaptação de escala; licença GUST
U+1D633,𝘳,MATHEMATICAL SANS-SERIF ITALIC SMALL R,Latin Modern Math: adaptação de escala; licença GUST
U+1D634,𝘴,MATHEMATICAL SANS-SERIF ITALIC SMALL S,Latin Modern Math: adaptação de escala; licença GUST
U+1D635,𝘵,MATHEMATICAL SANS-SERIF ITALIC SMALL T,Latin Modern Math: adaptação de escala; licença GUST
U+1D636,𝘶,MATHEMATICAL SANS-SERIF ITALIC SMALL U,Latin Modern Math: adaptação de escala; licença GUST
U+1D637,𝘷,MATHEMATICAL SANS-SERIF ITALIC SMALL V,Latin Modern Math: adaptação de escala; licença GUST
U+1D638,𝘸,MATHEMATICAL SANS-SERIF ITALIC SMALL W,Latin Modern Math: adaptação de escala; licença GUST
U+1D639,𝘹,MATHEMATICAL SANS-SERIF ITALIC SMALL X,Latin Modern Math: adaptação de escala; licença GUST
U+1D63A,𝘺,MATHEMATICAL SANS-SERIF ITALIC SMALL Y,Latin Modern Math: adaptação de escala; licença GUST
U+1D63B,𝘻,MATHEMATICAL SANS-SERIF ITALIC SMALL Z,Latin Modern Math: adaptação de escala; licença GUST
U+1D63C,𝘼,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL A,Latin Modern Math: adaptação de escala; licença GUST
U+1D63D,𝘽,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL B,Latin Modern Math: adaptação de escala; licença GUST
U+1D63E,𝘾,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL C,Latin Modern Math: adaptação de escala; licença GUST
U+1D63F,𝘿,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL D,Latin Modern Math: adaptação de escala; licença GUST
U+1D640,𝙀,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL E,Latin Modern Math: adaptação de escala; licença GUST
U+1D641,𝙁,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL F,Latin Modern Math: adaptação de escala; licença GUST
U+1D642,𝙂,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL G,Latin Modern Math: adaptação de escala; licença GUST
U+1D643,𝙃,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL H,Latin Modern Math: adaptação de escala; licença GUST
U+1D644,𝙄,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL I,Latin Modern Math: adaptação de escala; licença GUST
U+1D645,𝙅,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL J,Latin Modern Math: adaptação de escala; licença GUST
U+1D646,𝙆,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL K,Latin Modern Math: adaptação de escala; licença GUST
U+1D647,𝙇,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL L,Latin Modern Math: adaptação de escala; licença GUST
U+1D648,𝙈,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL M,Latin Modern Math: adaptação de escala; licença GUST
U+1D649,𝙉,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL N,Latin Modern Math: adaptação de escala; licença GUST
U+1D64A,𝙊,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL O,Latin Modern Math: adaptação de escala; licença GUST
U+1D64B,𝙋,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL P,Latin Modern Math: adaptação de escala; licença GUST
U+1D64C,𝙌,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Q,Latin Modern Math: adaptação de escala; licença GUST
U+1D64D,𝙍,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL R,Latin Modern Math: adaptação de escala; licença GUST
U+1D64E,𝙎,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL S,Latin Modern Math: adaptação de escala; licença GUST
U+1D64F,𝙏,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL T,Latin Modern Math: adaptação de escala; licença GUST
U+1D650,𝙐,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL U,Latin Modern Math: adaptação de escala; licença GUST
U+1D651,𝙑,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL V,Latin Modern Math: adaptação de escala; licença GUST
U+1D652,𝙒,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL W,Latin Modern Math: adaptação de escala; licença GUST
U+1D653,𝙓,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL X,Latin Modern Math: adaptação de escala; licença GUST
U+1D654,𝙔,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Y,Latin Modern Math: adaptação de escala; licença GUST
U+1D655,𝙕,MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL Z,Latin Modern Math: adaptação de escala; licença GUST
U+1D656,𝙖,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL A,Latin Modern Math: adaptação de escala; licença GUST
U+1D657,𝙗,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL B,Latin Modern Math: adaptação de escala; licença GUST
U+1D658,𝙘,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL C,Latin Modern Math: adaptação de escala; licença GUST
U+1D659,𝙙,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL D,Latin Modern Math: adaptação de escala; licença GUST
U+1D65A,𝙚,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL E,Latin Modern Math: adaptação de escala; licença GUST
U+1D65B,𝙛,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL F,Latin Modern Math: adaptação de escala; licença GUST
U+1D65C,𝙜,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL G,Latin Modern Math: adaptação de escala; licença GUST
U+1D65D,𝙝,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL H,Latin Modern Math: adaptação de escala; licença GUST
U+1D65E,𝙞,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL I,Latin Modern Math: adaptação de escala; licença GUST
U+1D65F,𝙟,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL J,Latin Modern Math: adaptação de escala; licença GUST
U+1D660,𝙠,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL K,Latin Modern Math: adaptação de escala; licença GUST
U+1D661,𝙡,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL L,Latin Modern Math: adaptação de escala; licença GUST
U+1D662,𝙢,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL M,Latin Modern Math: adaptação de escala; licença GUST
U+1D663,𝙣,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL N,Latin Modern Math: adaptação de escala; licença GUST
U+1D664,𝙤,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL O,Latin Modern Math: adaptação de escala; licença GUST
U+1D665,𝙥,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL P,Latin Modern Math: adaptação de escala; licença GUST
U+1D666,𝙦,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Q,Latin Modern Math: adaptação de escala; licença GUST
U+1D667,𝙧,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL R,Latin Modern Math: adaptação de escala; licença GUST
U+1D668,𝙨,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL S,Latin Modern Math: adaptação de escala; licença GUST
U+1D669,𝙩,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL T,Latin Modern Math: adaptação de escala; licença GUST
U+1D66A,𝙪,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL U,Latin Modern Math: adaptação de escala; licença GUST
U+1D66B,𝙫,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL V,Latin Modern Math: adaptação de escala; licença GUST
U+1D66C,𝙬,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL W,Latin Modern Math: adaptação de escala; licença GUST
U+1D66D,𝙭,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL X,Latin Modern Math: adaptação de escala; licença GUST
U+1D66E,𝙮,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Y,Latin Modern Math: adaptação de escala; licença GUST
U+1D66F,𝙯,MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Z,Latin Modern Math: adaptação de escala; licença GUST
U+1D670,𝙰,MATHEMATICAL MONOSPACE CAPITAL A,Latin Modern Math: adaptação de escala; licença GUST
U+1D671,𝙱,MATHEMATICAL MONOSPACE CAPITAL B,Latin Modern Math: adaptação de escala; licença GUST
U+1D672,𝙲,MATHEMATICAL MONOSPACE CAPITAL C,Latin Modern Math: adaptação de escala; licença GUST
U+1D673,𝙳,MATHEMATICAL MONOSPACE CAPITAL D,Latin Modern Math: adaptação de escala; licença GUST
U+1D674,𝙴,MATHEMATICAL MONOSPACE CAPITAL E,Latin Modern Math: adaptação de escala; licença GUST
U+1D675,𝙵,MATHEMATICAL MONOSPACE CAPITAL F,Latin Modern Math: adaptação de escala; licença GUST
U+1D676,𝙶,MATHEMATICAL MONOSPACE CAPITAL G,Latin Modern Math: adaptação de escala; licença GUST
U+1D677,𝙷,MATHEMATICAL MONOSPACE CAPITAL H,Latin Modern Math: adaptação de escala; licença GUST
U+1D678,𝙸,MATHEMATICAL MONOSPACE CAPITAL I,Latin Modern Math: adaptação de escala; licença GUST
U+1D679,𝙹,MATHEMATICAL MONOSPACE CAPITAL J,Latin Modern Math: adaptação de escala; licença GUST
U+1D67A,𝙺,MATHEMATICAL MONOSPACE CAPITAL K,Latin Modern Math: adaptação de escala; licença GUST
U+1D67B,𝙻,MATHEMATICAL MONOSPACE CAPITAL L,Latin Modern Math: adaptação de escala; licença GUST
U+1D67C,𝙼,MATHEMATICAL MONOSPACE CAPITAL M,Latin Modern Math: adaptação de escala; licença GUST
U+1D67D,𝙽,MATHEMATICAL MONOSPACE CAPITAL N,Latin Modern Math: adaptação de escala; licença GUST
U+1D67E,𝙾,MATHEMATICAL MONOSPACE CAPITAL O,Latin Modern Math: adaptação de escala; licença GUST
U+1D67F,𝙿,MATHEMATICAL MONOSPACE CAPITAL P,Latin Modern Math: adaptação de escala; licença GUST
U+1D680,𝚀,MATHEMATICAL MONOSPACE CAPITAL Q,Latin Modern Math: adaptação de escala; licença GUST
U+1D681,𝚁,MATHEMATICAL MONOSPACE CAPITAL R,Latin Modern Math: adaptação de escala; licença GUST
U+1D682,𝚂,MATHEMATICAL MONOSPACE CAPITAL S,Latin Modern Math: adaptação de escala; licença GUST
U+1D683,𝚃,MATHEMATICAL MONOSPACE CAPITAL T,Latin Modern Math: adaptação de escala; licença GUST
U+1D684,𝚄,MATHEMATICAL MONOSPACE CAPITAL U,Latin Modern Math: adaptação de escala; licença GUST
U+1D685,𝚅,MATHEMATICAL MONOSPACE CAPITAL V,Latin Modern Math: adaptação de escala; licença GUST
U+1D686,𝚆,MATHEMATICAL MONOSPACE CAPITAL W,Latin Modern Math: adaptação de escala; licença GUST
U+1D687,𝚇,MATHEMATICAL MONOSPACE CAPITAL X,Latin Modern Math: adaptação de escala; licença GUST
U+1D688,𝚈,MATHEMATICAL MONOSPACE CAPITAL Y,Latin Modern Math: adaptação de escala; licença GUST
U+1D689,𝚉,MATHEMATICAL MONOSPACE CAPITAL Z,Latin Modern Math: adaptação de escala; licença GUST
U+1D68A,𝚊,MATHEMATICAL MONOSPACE SMALL A,Latin Modern Math: adaptação de escala; licença GUST
U+1D68B,𝚋,MATHEMATICAL MONOSPACE SMALL B,Latin Modern Math: adaptação de escala; licença GUST
U+1D68C,𝚌,MATHEMATICAL MONOSPACE SMALL C,Latin Modern Math: adaptação de escala; licença GUST
U+1D68D,𝚍,MATHEMATICAL MONOSPACE SMALL D,Latin Modern Math: adaptação de escala; licença GUST
U+1D68E,𝚎,MATHEMATICAL MONOSPACE SMALL E,Latin Modern Math: adaptação de escala; licença GUST
U+1D68F,𝚏,MATHEMATICAL MONOSPACE SMALL F,Latin Modern Math: adaptação de escala; licença GUST
U+1D690,𝚐,MATHEMATICAL MONOSPACE SMALL G,Latin Modern Math: adaptação de escala; licença GUST
U+1D691,𝚑,MATHEMATICAL MONOSPACE SMALL H,Latin Modern Math: adaptação de escala; licença GUST
U+1D692,𝚒,MATHEMATICAL MONOSPACE SMALL I,Latin Modern Math: adaptação de escala; licença GUST
U+1D693,𝚓,MATHEMATICAL MONOSPACE SMALL J,Latin Modern Math: adaptação de escala; licença GUST
U+1D694,𝚔,MATHEMATICAL MONOSPACE SMALL K,Latin Modern Math: adaptação de escala; licença GUST
U+1D695,𝚕,MATHEMATICAL MONOSPACE SMALL L,Latin Modern Math: adaptação de escala; licença GUST
U+1D696,𝚖,MATHEMATICAL MONOSPACE SMALL M,Latin Modern Math: adaptação de escala; licença GUST
U+1D697,𝚗,MATHEMATICAL MONOSPACE SMALL N,Latin Modern Math: adaptação de escala; licença GUST
U+1D698,𝚘,MATHEMATICAL MONOSPACE SMALL O,Latin Modern Math: adaptação de escala; licença GUST
U+1D699,𝚙,MATHEMATICAL MONOSPACE SMALL P,Latin Modern Math: adaptação de escala; licença GUST
U+1D69A,𝚚,MATHEMATICAL MONOSPACE SMALL Q,Latin Modern Math: adaptação de escala; licença GUST
U+1D69B,𝚛,MATHEMATICAL MONOSPACE SMALL R,Latin Modern Math: adaptação de escala; licença GUST
U+1D69C,𝚜,MATHEMATICAL MONOSPACE SMALL S,Latin Modern Math: adaptação de escala; licença GUST
U+1D69D,𝚝,MATHEMATICAL MONOSPACE SMALL T,Latin Modern Math: adaptação de escala; licença GUST
U+1D69E,𝚞,MATHEMATICAL MONOSPACE SMALL U,Latin Modern Math: adaptação de escala; licença GUST
U+1D69F,𝚟,MATHEMATICAL MONOSPACE SMALL V,Latin Modern Math: adaptação de escala; licença GUST
U+1D6A0,𝚠,MATHEMATICAL MONOSPACE SMALL W,Latin Modern Math: adaptação de escala; licença GUST
U+1D6A1,𝚡,MATHEMATICAL MONOSPACE SMALL X,Latin Modern Math: adaptação de escala; licença GUST
U+1D6A2,𝚢,MATHEMATICAL MONOSPACE SMALL Y,Latin Modern Math: adaptação de escala; licença GUST
U+1D6A3,𝚣,MATHEMATICAL MONOSPACE SMALL Z,Latin Modern Math: adaptação de escala; licença GUST
U+1D6A4,𝚤,MATHEMATICAL ITALIC SMALL DOTLESS I,DejaVu Serif: base vetorial licenciada
U+1D6A5,𝚥,MATHEMATICAL ITALIC SMALL DOTLESS J,DejaVu Serif: base vetorial licenciada
U+1D6A8,𝚨,MATHEMATICAL BOLD CAPITAL ALPHA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6A9,𝚩,MATHEMATICAL BOLD CAPITAL BETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6AA,𝚪,MATHEMATICAL BOLD CAPITAL GAMMA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6AB,𝚫,MATHEMATICAL BOLD CAPITAL DELTA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6AC,𝚬,MATHEMATICAL BOLD CAPITAL EPSILON,Latin Modern Math: adaptação de escala; licença GUST
U+1D6AD,𝚭,MATHEMATICAL BOLD CAPITAL ZETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6AE,𝚮,MATHEMATICAL BOLD CAPITAL ETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6AF,𝚯,MATHEMATICAL BOLD CAPITAL THETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6B0,𝚰,MATHEMATICAL BOLD CAPITAL IOTA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6B1,𝚱,MATHEMATICAL BOLD CAPITAL KAPPA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6B2,𝚲,MATHEMATICAL BOLD CAPITAL LAMDA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6B3,𝚳,MATHEMATICAL BOLD CAPITAL MU,Latin Modern Math: adaptação de escala; licença GUST
U+1D6B4,𝚴,MATHEMATICAL BOLD CAPITAL NU,Latin Modern Math: adaptação de escala; licença GUST
U+1D6B5,𝚵,MATHEMATICAL BOLD CAPITAL XI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6B6,𝚶,MATHEMATICAL BOLD CAPITAL OMICRON,Latin Modern Math: adaptação de escala; licença GUST
U+1D6B7,𝚷,MATHEMATICAL BOLD CAPITAL PI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6B8,𝚸,MATHEMATICAL BOLD CAPITAL RHO,Latin Modern Math: adaptação de escala; licença GUST
U+1D6B9,𝚹,MATHEMATICAL BOLD CAPITAL THETA SYMBOL,Latin Modern Math: adaptação de escala; licença GUST
U+1D6BA,𝚺,MATHEMATICAL BOLD CAPITAL SIGMA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6BB,𝚻,MATHEMATICAL BOLD CAPITAL TAU,Latin Modern Math: adaptação de escala; licença GUST
U+1D6BC,𝚼,MATHEMATICAL BOLD CAPITAL UPSILON,Latin Modern Math: adaptação de escala; licença GUST
U+1D6BD,𝚽,MATHEMATICAL BOLD CAPITAL PHI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6BE,𝚾,MATHEMATICAL BOLD CAPITAL CHI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6BF,𝚿,MATHEMATICAL BOLD CAPITAL PSI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6C0,𝛀,MATHEMATICAL BOLD CAPITAL OMEGA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6C1,𝛁,MATHEMATICAL BOLD NABLA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6C2,𝛂,MATHEMATICAL BOLD SMALL ALPHA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6C3,𝛃,MATHEMATICAL BOLD SMALL BETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6C4,𝛄,MATHEMATICAL BOLD SMALL GAMMA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6C5,𝛅,MATHEMATICAL BOLD SMALL DELTA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6C6,𝛆,MATHEMATICAL BOLD SMALL EPSILON,Latin Modern Math: adaptação de escala; licença GUST
U+1D6C7,𝛇,MATHEMATICAL BOLD SMALL ZETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6C8,𝛈,MATHEMATICAL BOLD SMALL ETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6C9,𝛉,MATHEMATICAL BOLD SMALL THETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6CA,𝛊,MATHEMATICAL BOLD SMALL IOTA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6CB,𝛋,MATHEMATICAL BOLD SMALL KAPPA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6CC,𝛌,MATHEMATICAL BOLD SMALL LAMDA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6CD,𝛍,MATHEMATICAL BOLD SMALL MU,Latin Modern Math: adaptação de escala; licença GUST
U+1D6CE,𝛎,MATHEMATICAL BOLD SMALL NU,Latin Modern Math: adaptação de escala; licença GUST
U+1D6CF,𝛏,MATHEMATICAL BOLD SMALL XI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6D0,𝛐,MATHEMATICAL BOLD SMALL OMICRON,Latin Modern Math: adaptação de escala; licença GUST
U+1D6D1,𝛑,MATHEMATICAL BOLD SMALL PI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6D2,𝛒,MATHEMATICAL BOLD SMALL RHO,Latin Modern Math: adaptação de escala; licença GUST
U+1D6D3,𝛓,MATHEMATICAL BOLD SMALL FINAL SIGMA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6D4,𝛔,MATHEMATICAL BOLD SMALL SIGMA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6D5,𝛕,MATHEMATICAL BOLD SMALL TAU,Latin Modern Math: adaptação de escala; licença GUST
U+1D6D6,𝛖,MATHEMATICAL BOLD SMALL UPSILON,Latin Modern Math: adaptação de escala; licença GUST
U+1D6D7,𝛗,MATHEMATICAL BOLD SMALL PHI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6D8,𝛘,MATHEMATICAL BOLD SMALL CHI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6D9,𝛙,MATHEMATICAL BOLD SMALL PSI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6DA,𝛚,MATHEMATICAL BOLD SMALL OMEGA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6DB,𝛛,MATHEMATICAL BOLD PARTIAL DIFFERENTIAL,Latin Modern Math: adaptação de escala; licença GUST
U+1D6DC,𝛜,MATHEMATICAL BOLD EPSILON SYMBOL,Latin Modern Math: adaptação de escala; licença GUST
U+1D6DD,𝛝,MATHEMATICAL BOLD THETA SYMBOL,Latin Modern Math: adaptação de escala; licença GUST
U+1D6DE,𝛞,MATHEMATICAL BOLD KAPPA SYMBOL,Latin Modern Math: adaptação de escala; licença GUST
U+1D6DF,𝛟,MATHEMATICAL BOLD PHI SYMBOL,Latin Modern Math: adaptação de escala; licença GUST
U+1D6E0,𝛠,MATHEMATICAL BOLD RHO SYMBOL,Latin Modern Math: adaptação de escala; licença GUST
U+1D6E1,𝛡,MATHEMATICAL BOLD PI SYMBOL,Latin Modern Math: adaptação de escala; licença GUST
U+1D6E2,𝛢,MATHEMATICAL ITALIC CAPITAL ALPHA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6E3,𝛣,MATHEMATICAL ITALIC CAPITAL BETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6E4,𝛤,MATHEMATICAL ITALIC CAPITAL GAMMA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6E5,𝛥,MATHEMATICAL ITALIC CAPITAL DELTA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6E6,𝛦,MATHEMATICAL ITALIC CAPITAL EPSILON,Latin Modern Math: adaptação de escala; licença GUST
U+1D6E7,𝛧,MATHEMATICAL ITALIC CAPITAL ZETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6E8,𝛨,MATHEMATICAL ITALIC CAPITAL ETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6E9,𝛩,MATHEMATICAL ITALIC CAPITAL THETA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6EA,𝛪,MATHEMATICAL ITALIC CAPITAL IOTA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6EB,𝛫,MATHEMATICAL ITALIC CAPITAL KAPPA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6EC,𝛬,MATHEMATICAL ITALIC CAPITAL LAMDA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6ED,𝛭,MATHEMATICAL ITALIC CAPITAL MU,Latin Modern Math: adaptação de escala; licença GUST
U+1D6EE,𝛮,MATHEMATICAL ITALIC CAPITAL NU,Latin Modern Math: adaptação de escala; licença GUST
U+1D6EF,𝛯,MATHEMATICAL ITALIC CAPITAL XI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6F0,𝛰,MATHEMATICAL ITALIC CAPITAL OMICRON,Latin Modern Math: adaptação de escala; licença GUST
U+1D6F1,𝛱,MATHEMATICAL ITALIC CAPITAL PI,Latin Modern Math: adaptação de escala; licença GUST
U+1D6F2,𝛲,MATHEMATICAL ITALIC CAPITAL RHO,Latin Modern Math: adaptação de escala; licença GUST
U+1D6F3,𝛳,MATHEMATICAL ITALIC CAPITAL THETA SYMBOL,Latin Modern Math: adaptação de escala; licença GUST
U+1D6F4,𝛴,MATHEMATICAL ITALIC CAPITAL SIGMA,Latin Modern Math: adaptação de escala; licença GUST
U+1D6F5,𝛵,MATHEMATICAL ITALIC CAPITAL TAU,Latin Modern Math: adaptação de escala; licença GUST
