Unicode,Caractere,Nome,Origem
U+04D0,Ӑ,CYRILLIC CAPITAL LETTER A WITH BREVE,DejaVu Serif: base vetorial licenciada
U+04D1,ӑ,CYRILLIC SMALL LETTER A WITH BREVE,DejaVu Serif: base vetorial licenciada
U+04D2,Ӓ,CYRILLIC CAPITAL LETTER A WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04D3,ӓ,CYRILLIC SMALL LETTER A WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04D4,Ӕ,CYRILLIC CAPITAL LIGATURE A IE,DejaVu Serif: base vetorial licenciada
U+04D5,ӕ,CYRILLIC SMALL LIGATURE A IE,DejaVu Serif: base vetorial licenciada
U+04D6,Ӗ,CYRILLIC CAPITAL LETTER IE WITH BREVE,DejaVu Serif: base vetorial licenciada
U+04D7,ӗ,CYRILLIC SMALL LETTER IE WITH BREVE,DejaVu Serif: base vetorial licenciada
U+04D8,Ә,CYRILLIC CAPITAL LETTER SCHWA,DejaVu Serif: base vetorial licenciada
U+04D9,ә,CYRILLIC SMALL LETTER SCHWA,DejaVu Serif: base vetorial licenciada
U+04DA,Ӛ,CYRILLIC CAPITAL LETTER SCHWA WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04DB,ӛ,CYRILLIC SMALL LETTER SCHWA WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04DC,Ӝ,CYRILLIC CAPITAL LETTER ZHE WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04DD,ӝ,CYRILLIC SMALL LETTER ZHE WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04DE,Ӟ,CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04DF,ӟ,CYRILLIC SMALL LETTER ZE WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04E0,Ӡ,CYRILLIC CAPITAL LETTER ABKHASIAN DZE,DejaVu Serif: base vetorial licenciada
U+04E1,ӡ,CYRILLIC SMALL LETTER ABKHASIAN DZE,DejaVu Serif: base vetorial licenciada
U+04E2,Ӣ,CYRILLIC CAPITAL LETTER I WITH MACRON,DejaVu Serif: base vetorial licenciada
U+04E3,ӣ,CYRILLIC SMALL LETTER I WITH MACRON,DejaVu Serif: base vetorial licenciada
U+04E4,Ӥ,CYRILLIC CAPITAL LETTER I WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04E5,ӥ,CYRILLIC SMALL LETTER I WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04E6,Ӧ,CYRILLIC CAPITAL LETTER O WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04E7,ӧ,CYRILLIC SMALL LETTER O WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04E8,Ө,CYRILLIC CAPITAL LETTER BARRED O,DejaVu Serif: base vetorial licenciada
U+04E9,ө,CYRILLIC SMALL LETTER BARRED O,DejaVu Serif: base vetorial licenciada
U+04EA,Ӫ,CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04EB,ӫ,CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04EC,Ӭ,CYRILLIC CAPITAL LETTER E WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04ED,ӭ,CYRILLIC SMALL LETTER E WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04EE,Ӯ,CYRILLIC CAPITAL LETTER U WITH MACRON,DejaVu Serif: base vetorial licenciada
U+04EF,ӯ,CYRILLIC SMALL LETTER U WITH MACRON,DejaVu Serif: base vetorial licenciada
U+04F0,Ӱ,CYRILLIC CAPITAL LETTER U WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04F1,ӱ,CYRILLIC SMALL LETTER U WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04F2,Ӳ,CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE,DejaVu Serif: base vetorial licenciada
U+04F3,ӳ,CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE,DejaVu Serif: base vetorial licenciada
U+04F4,Ӵ,CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04F5,ӵ,CYRILLIC SMALL LETTER CHE WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04F6,Ӷ,CYRILLIC CAPITAL LETTER GHE WITH DESCENDER,DejaVu Serif: base vetorial licenciada
U+04F7,ӷ,CYRILLIC SMALL LETTER GHE WITH DESCENDER,DejaVu Serif: base vetorial licenciada
U+04F8,Ӹ,CYRILLIC CAPITAL LETTER YERU WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+04F9,ӹ,CYRILLIC SMALL LETTER YERU WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+0510,Ԑ,CYRILLIC CAPITAL LETTER REVERSED ZE,DejaVu Serif: base vetorial licenciada
U+0511,ԑ,CYRILLIC SMALL LETTER REVERSED ZE,DejaVu Serif: base vetorial licenciada
U+0512,Ԓ,CYRILLIC CAPITAL LETTER EL WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0513,ԓ,CYRILLIC SMALL LETTER EL WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0514,Ԕ,CYRILLIC CAPITAL LETTER LHA,DejaVu Serif: base vetorial licenciada
U+0515,ԕ,CYRILLIC SMALL LETTER LHA,DejaVu Serif: base vetorial licenciada
U+051A,Ԛ,CYRILLIC CAPITAL LETTER QA,DejaVu Serif: base vetorial licenciada
U+051B,ԛ,CYRILLIC SMALL LETTER QA,DejaVu Serif: base vetorial licenciada
U+051C,Ԝ,CYRILLIC CAPITAL LETTER WE,DejaVu Serif: base vetorial licenciada
U+051D,ԝ,CYRILLIC SMALL LETTER WE,DejaVu Serif: base vetorial licenciada
U+0531,Ա,ARMENIAN CAPITAL LETTER AYB,DejaVu Serif: base vetorial licenciada
U+0532,Բ,ARMENIAN CAPITAL LETTER BEN,DejaVu Serif: base vetorial licenciada
U+0533,Գ,ARMENIAN CAPITAL LETTER GIM,DejaVu Serif: base vetorial licenciada
U+0534,Դ,ARMENIAN CAPITAL LETTER DA,DejaVu Serif: base vetorial licenciada
U+0535,Ե,ARMENIAN CAPITAL LETTER ECH,DejaVu Serif: base vetorial licenciada
U+0536,Զ,ARMENIAN CAPITAL LETTER ZA,DejaVu Serif: base vetorial licenciada
U+0537,Է,ARMENIAN CAPITAL LETTER EH,DejaVu Serif: base vetorial licenciada
U+0538,Ը,ARMENIAN CAPITAL LETTER ET,DejaVu Serif: base vetorial licenciada
U+0539,Թ,ARMENIAN CAPITAL LETTER TO,DejaVu Serif: base vetorial licenciada
U+053A,Ժ,ARMENIAN CAPITAL LETTER ZHE,DejaVu Serif: base vetorial licenciada
U+053B,Ի,ARMENIAN CAPITAL LETTER INI,DejaVu Serif: base vetorial licenciada
U+053C,Լ,ARMENIAN CAPITAL LETTER LIWN,DejaVu Serif: base vetorial licenciada
U+053D,Խ,ARMENIAN CAPITAL LETTER XEH,DejaVu Serif: base vetorial licenciada
U+053E,Ծ,ARMENIAN CAPITAL LETTER CA,DejaVu Serif: base vetorial licenciada
U+053F,Կ,ARMENIAN CAPITAL LETTER KEN,DejaVu Serif: base vetorial licenciada
U+0540,Հ,ARMENIAN CAPITAL LETTER HO,DejaVu Serif: base vetorial licenciada
U+0541,Ձ,ARMENIAN CAPITAL LETTER JA,DejaVu Serif: base vetorial licenciada
U+0542,Ղ,ARMENIAN CAPITAL LETTER GHAD,DejaVu Serif: base vetorial licenciada
U+0543,Ճ,ARMENIAN CAPITAL LETTER CHEH,DejaVu Serif: base vetorial licenciada
U+0544,Մ,ARMENIAN CAPITAL LETTER MEN,DejaVu Serif: base vetorial licenciada
U+0545,Յ,ARMENIAN CAPITAL LETTER YI,DejaVu Serif: base vetorial licenciada
U+0546,Ն,ARMENIAN CAPITAL LETTER NOW,DejaVu Serif: base vetorial licenciada
U+0547,Շ,ARMENIAN CAPITAL LETTER SHA,DejaVu Serif: base vetorial licenciada
U+0548,Ո,ARMENIAN CAPITAL LETTER VO,DejaVu Serif: base vetorial licenciada
U+0549,Չ,ARMENIAN CAPITAL LETTER CHA,DejaVu Serif: base vetorial licenciada
U+054A,Պ,ARMENIAN CAPITAL LETTER PEH,DejaVu Serif: base vetorial licenciada
U+054B,Ջ,ARMENIAN CAPITAL LETTER JHEH,DejaVu Serif: base vetorial licenciada
U+054C,Ռ,ARMENIAN CAPITAL LETTER RA,DejaVu Serif: base vetorial licenciada
U+054D,Ս,ARMENIAN CAPITAL LETTER SEH,DejaVu Serif: base vetorial licenciada
U+054E,Վ,ARMENIAN CAPITAL LETTER VEW,DejaVu Serif: base vetorial licenciada
U+054F,Տ,ARMENIAN CAPITAL LETTER TIWN,DejaVu Serif: base vetorial licenciada
U+0550,Ր,ARMENIAN CAPITAL LETTER REH,DejaVu Serif: base vetorial licenciada
U+0551,Ց,ARMENIAN CAPITAL LETTER CO,DejaVu Serif: base vetorial licenciada
U+0552,Ւ,ARMENIAN CAPITAL LETTER YIWN,DejaVu Serif: base vetorial licenciada
U+0553,Փ,ARMENIAN CAPITAL LETTER PIWR,DejaVu Serif: base vetorial licenciada
U+0554,Ք,ARMENIAN CAPITAL LETTER KEH,DejaVu Serif: base vetorial licenciada
U+0555,Օ,ARMENIAN CAPITAL LETTER OH,DejaVu Serif: base vetorial licenciada
U+0556,Ֆ,ARMENIAN CAPITAL LETTER FEH,DejaVu Serif: base vetorial licenciada
U+0559,ՙ,ARMENIAN MODIFIER LETTER LEFT HALF RING,DejaVu Serif: base vetorial licenciada
U+055A,՚,ARMENIAN APOSTROPHE,DejaVu Serif: base vetorial licenciada
U+055B,՛,ARMENIAN EMPHASIS MARK,DejaVu Serif: base vetorial licenciada
U+055C,՜,ARMENIAN EXCLAMATION MARK,DejaVu Serif: base vetorial licenciada
U+055D,՝,ARMENIAN COMMA,DejaVu Serif: base vetorial licenciada
U+055E,՞,ARMENIAN QUESTION MARK,DejaVu Serif: base vetorial licenciada
U+055F,՟,ARMENIAN ABBREVIATION MARK,DejaVu Serif: base vetorial licenciada
U+0561,ա,ARMENIAN SMALL LETTER AYB,DejaVu Serif: base vetorial licenciada
U+0562,բ,ARMENIAN SMALL LETTER BEN,DejaVu Serif: base vetorial licenciada
U+0563,գ,ARMENIAN SMALL LETTER GIM,DejaVu Serif: base vetorial licenciada
U+0564,դ,ARMENIAN SMALL LETTER DA,DejaVu Serif: base vetorial licenciada
U+0565,ե,ARMENIAN SMALL LETTER ECH,DejaVu Serif: base vetorial licenciada
U+0566,զ,ARMENIAN SMALL LETTER ZA,DejaVu Serif: base vetorial licenciada
U+0567,է,ARMENIAN SMALL LETTER EH,DejaVu Serif: base vetorial licenciada
U+0568,ը,ARMENIAN SMALL LETTER ET,DejaVu Serif: base vetorial licenciada
U+0569,թ,ARMENIAN SMALL LETTER TO,DejaVu Serif: base vetorial licenciada
U+056A,ժ,ARMENIAN SMALL LETTER ZHE,DejaVu Serif: base vetorial licenciada
U+056B,ի,ARMENIAN SMALL LETTER INI,DejaVu Serif: base vetorial licenciada
U+056C,լ,ARMENIAN SMALL LETTER LIWN,DejaVu Serif: base vetorial licenciada
U+056D,խ,ARMENIAN SMALL LETTER XEH,DejaVu Serif: base vetorial licenciada
U+056E,ծ,ARMENIAN SMALL LETTER CA,DejaVu Serif: base vetorial licenciada
U+056F,կ,ARMENIAN SMALL LETTER KEN,DejaVu Serif: base vetorial licenciada
U+0570,հ,ARMENIAN SMALL LETTER HO,DejaVu Serif: base vetorial licenciada
U+0571,ձ,ARMENIAN SMALL LETTER JA,DejaVu Serif: base vetorial licenciada
U+0572,ղ,ARMENIAN SMALL LETTER GHAD,DejaVu Serif: base vetorial licenciada
U+0573,ճ,ARMENIAN SMALL LETTER CHEH,DejaVu Serif: base vetorial licenciada
U+0574,մ,ARMENIAN SMALL LETTER MEN,DejaVu Serif: base vetorial licenciada
U+0575,յ,ARMENIAN SMALL LETTER YI,DejaVu Serif: base vetorial licenciada
U+0576,ն,ARMENIAN SMALL LETTER NOW,DejaVu Serif: base vetorial licenciada
U+0577,շ,ARMENIAN SMALL LETTER SHA,DejaVu Serif: base vetorial licenciada
U+0578,ո,ARMENIAN SMALL LETTER VO,DejaVu Serif: base vetorial licenciada
U+0579,չ,ARMENIAN SMALL LETTER CHA,DejaVu Serif: base vetorial licenciada
U+057A,պ,ARMENIAN SMALL LETTER PEH,DejaVu Serif: base vetorial licenciada
U+057B,ջ,ARMENIAN SMALL LETTER JHEH,DejaVu Serif: base vetorial licenciada
U+057C,ռ,ARMENIAN SMALL LETTER RA,DejaVu Serif: base vetorial licenciada
U+057D,ս,ARMENIAN SMALL LETTER SEH,DejaVu Serif: base vetorial licenciada
U+057E,վ,ARMENIAN SMALL LETTER VEW,DejaVu Serif: base vetorial licenciada
U+057F,տ,ARMENIAN SMALL LETTER TIWN,DejaVu Serif: base vetorial licenciada
U+0580,ր,ARMENIAN SMALL LETTER REH,DejaVu Serif: base vetorial licenciada
U+0581,ց,ARMENIAN SMALL LETTER CO,DejaVu Serif: base vetorial licenciada
U+0582,ւ,ARMENIAN SMALL LETTER YIWN,DejaVu Serif: base vetorial licenciada
U+0583,փ,ARMENIAN SMALL LETTER PIWR,DejaVu Serif: base vetorial licenciada
U+0584,ք,ARMENIAN SMALL LETTER KEH,DejaVu Serif: base vetorial licenciada
U+0585,օ,ARMENIAN SMALL LETTER OH,DejaVu Serif: base vetorial licenciada
U+0586,ֆ,ARMENIAN SMALL LETTER FEH,DejaVu Serif: base vetorial licenciada
U+0587,և,ARMENIAN SMALL LIGATURE ECH YIWN,DejaVu Serif: base vetorial licenciada
U+0589,։,ARMENIAN FULL STOP,DejaVu Serif: base vetorial licenciada
U+058A,֊,ARMENIAN HYPHEN,DejaVu Serif: base vetorial licenciada
U+0E3F,฿,THAI CURRENCY SYMBOL BAHT,DejaVu Serif: base vetorial licenciada
U+10A0,Ⴀ,GEORGIAN CAPITAL LETTER AN,DejaVu Serif: base vetorial licenciada
U+10A1,Ⴁ,GEORGIAN CAPITAL LETTER BAN,DejaVu Serif: base vetorial licenciada
U+10A2,Ⴂ,GEORGIAN CAPITAL LETTER GAN,DejaVu Serif: base vetorial licenciada
U+10A3,Ⴃ,GEORGIAN CAPITAL LETTER DON,DejaVu Serif: base vetorial licenciada
U+10A4,Ⴄ,GEORGIAN CAPITAL LETTER EN,DejaVu Serif: base vetorial licenciada
U+10A5,Ⴅ,GEORGIAN CAPITAL LETTER VIN,DejaVu Serif: base vetorial licenciada
U+10A6,Ⴆ,GEORGIAN CAPITAL LETTER ZEN,DejaVu Serif: base vetorial licenciada
U+10A7,Ⴇ,GEORGIAN CAPITAL LETTER TAN,DejaVu Serif: base vetorial licenciada
U+10A8,Ⴈ,GEORGIAN CAPITAL LETTER IN,DejaVu Serif: base vetorial licenciada
U+10A9,Ⴉ,GEORGIAN CAPITAL LETTER KAN,DejaVu Serif: base vetorial licenciada
U+10AA,Ⴊ,GEORGIAN CAPITAL LETTER LAS,DejaVu Serif: base vetorial licenciada
U+10AB,Ⴋ,GEORGIAN CAPITAL LETTER MAN,DejaVu Serif: base vetorial licenciada
U+10AC,Ⴌ,GEORGIAN CAPITAL LETTER NAR,DejaVu Serif: base vetorial licenciada
U+10AD,Ⴍ,GEORGIAN CAPITAL LETTER ON,DejaVu Serif: base vetorial licenciada
U+10AE,Ⴎ,GEORGIAN CAPITAL LETTER PAR,DejaVu Serif: base vetorial licenciada
U+10AF,Ⴏ,GEORGIAN CAPITAL LETTER ZHAR,DejaVu Serif: base vetorial licenciada
U+10B0,Ⴐ,GEORGIAN CAPITAL LETTER RAE,DejaVu Serif: base vetorial licenciada
U+10B1,Ⴑ,GEORGIAN CAPITAL LETTER SAN,DejaVu Serif: base vetorial licenciada
U+10B2,Ⴒ,GEORGIAN CAPITAL LETTER TAR,DejaVu Serif: base vetorial licenciada
U+10B3,Ⴓ,GEORGIAN CAPITAL LETTER UN,DejaVu Serif: base vetorial licenciada
U+10B4,Ⴔ,GEORGIAN CAPITAL LETTER PHAR,DejaVu Serif: base vetorial licenciada
U+10B5,Ⴕ,GEORGIAN CAPITAL LETTER KHAR,DejaVu Serif: base vetorial licenciada
U+10B6,Ⴖ,GEORGIAN CAPITAL LETTER GHAN,DejaVu Serif: base vetorial licenciada
U+10B7,Ⴗ,GEORGIAN CAPITAL LETTER QAR,DejaVu Serif: base vetorial licenciada
U+10B8,Ⴘ,GEORGIAN CAPITAL LETTER SHIN,DejaVu Serif: base vetorial licenciada
U+10B9,Ⴙ,GEORGIAN CAPITAL LETTER CHIN,DejaVu Serif: base vetorial licenciada
U+10BA,Ⴚ,GEORGIAN CAPITAL LETTER CAN,DejaVu Serif: base vetorial licenciada
U+10BB,Ⴛ,GEORGIAN CAPITAL LETTER JIL,DejaVu Serif: base vetorial licenciada
U+10BC,Ⴜ,GEORGIAN CAPITAL LETTER CIL,DejaVu Serif: base vetorial licenciada
U+10BD,Ⴝ,GEORGIAN CAPITAL LETTER CHAR,DejaVu Serif: base vetorial licenciada
U+10BE,Ⴞ,GEORGIAN CAPITAL LETTER XAN,DejaVu Serif: base vetorial licenciada
U+10BF,Ⴟ,GEORGIAN CAPITAL LETTER JHAN,DejaVu Serif: base vetorial licenciada
U+10C0,Ⴠ,GEORGIAN CAPITAL LETTER HAE,DejaVu Serif: base vetorial licenciada
U+10C1,Ⴡ,GEORGIAN CAPITAL LETTER HE,DejaVu Serif: base vetorial licenciada
U+10C2,Ⴢ,GEORGIAN CAPITAL LETTER HIE,DejaVu Serif: base vetorial licenciada
U+10C3,Ⴣ,GEORGIAN CAPITAL LETTER WE,DejaVu Serif: base vetorial licenciada
U+10C4,Ⴤ,GEORGIAN CAPITAL LETTER HAR,DejaVu Serif: base vetorial licenciada
U+10C5,Ⴥ,GEORGIAN CAPITAL LETTER HOE,DejaVu Serif: base vetorial licenciada
U+10D0,ა,GEORGIAN LETTER AN,DejaVu Serif: base vetorial licenciada
U+10D1,ბ,GEORGIAN LETTER BAN,DejaVu Serif: base vetorial licenciada
U+10D2,გ,GEORGIAN LETTER GAN,DejaVu Serif: base vetorial licenciada
U+10D3,დ,GEORGIAN LETTER DON,DejaVu Serif: base vetorial licenciada
U+10D4,ე,GEORGIAN LETTER EN,DejaVu Serif: base vetorial licenciada
U+10D5,ვ,GEORGIAN LETTER VIN,DejaVu Serif: base vetorial licenciada
U+10D6,ზ,GEORGIAN LETTER ZEN,DejaVu Serif: base vetorial licenciada
U+10D7,თ,GEORGIAN LETTER TAN,DejaVu Serif: base vetorial licenciada
U+10D8,ი,GEORGIAN LETTER IN,DejaVu Serif: base vetorial licenciada
U+10D9,კ,GEORGIAN LETTER KAN,DejaVu Serif: base vetorial licenciada
U+10DA,ლ,GEORGIAN LETTER LAS,DejaVu Serif: base vetorial licenciada
U+10DB,მ,GEORGIAN LETTER MAN,DejaVu Serif: base vetorial licenciada
U+10DC,ნ,GEORGIAN LETTER NAR,DejaVu Serif: base vetorial licenciada
U+10DD,ო,GEORGIAN LETTER ON,DejaVu Serif: base vetorial licenciada
U+10DE,პ,GEORGIAN LETTER PAR,DejaVu Serif: base vetorial licenciada
U+10DF,ჟ,GEORGIAN LETTER ZHAR,DejaVu Serif: base vetorial licenciada
U+10E0,რ,GEORGIAN LETTER RAE,DejaVu Serif: base vetorial licenciada
U+10E1,ს,GEORGIAN LETTER SAN,DejaVu Serif: base vetorial licenciada
U+10E2,ტ,GEORGIAN LETTER TAR,DejaVu Serif: base vetorial licenciada
U+10E3,უ,GEORGIAN LETTER UN,DejaVu Serif: base vetorial licenciada
U+10E4,ფ,GEORGIAN LETTER PHAR,DejaVu Serif: base vetorial licenciada
U+10E5,ქ,GEORGIAN LETTER KHAR,DejaVu Serif: base vetorial licenciada
U+10E6,ღ,GEORGIAN LETTER GHAN,DejaVu Serif: base vetorial licenciada
U+10E7,ყ,GEORGIAN LETTER QAR,DejaVu Serif: base vetorial licenciada
U+10E8,შ,GEORGIAN LETTER SHIN,DejaVu Serif: base vetorial licenciada
U+10E9,ჩ,GEORGIAN LETTER CHIN,DejaVu Serif: base vetorial licenciada
U+10EA,ც,GEORGIAN LETTER CAN,DejaVu Serif: base vetorial licenciada
U+10EB,ძ,GEORGIAN LETTER JIL,DejaVu Serif: base vetorial licenciada
U+10EC,წ,GEORGIAN LETTER CIL,DejaVu Serif: base vetorial licenciada
U+10ED,ჭ,GEORGIAN LETTER CHAR,DejaVu Serif: base vetorial licenciada
U+10EE,ხ,GEORGIAN LETTER XAN,DejaVu Serif: base vetorial licenciada
U+10EF,ჯ,GEORGIAN LETTER JHAN,DejaVu Serif: base vetorial licenciada
U+10F0,ჰ,GEORGIAN LETTER HAE,DejaVu Serif: base vetorial licenciada
U+10F1,ჱ,GEORGIAN LETTER HE,DejaVu Serif: base vetorial licenciada
U+10F2,ჲ,GEORGIAN LETTER HIE,DejaVu Serif: base vetorial licenciada
U+10F3,ჳ,GEORGIAN LETTER WE,DejaVu Serif: base vetorial licenciada
U+10F4,ჴ,GEORGIAN LETTER HAR,DejaVu Serif: base vetorial licenciada
U+10F5,ჵ,GEORGIAN LETTER HOE,DejaVu Serif: base vetorial licenciada
U+10F6,ჶ,GEORGIAN LETTER FI,DejaVu Serif: base vetorial licenciada
U+10F7,ჷ,GEORGIAN LETTER YN,DejaVu Serif: base vetorial licenciada
U+10F8,ჸ,GEORGIAN LETTER ELIFI,DejaVu Serif: base vetorial licenciada
U+10F9,ჹ,GEORGIAN LETTER TURNED GAN,DejaVu Serif: base vetorial licenciada
U+10FA,ჺ,GEORGIAN LETTER AIN,DejaVu Serif: base vetorial licenciada
U+10FB,჻,GEORGIAN PARAGRAPH SEPARATOR,DejaVu Serif: base vetorial licenciada
U+10FC,ჼ,MODIFIER LETTER GEORGIAN NAR,DejaVu Serif: base vetorial licenciada
U+1D00,ᴀ,LATIN LETTER SMALL CAPITAL A,DejaVu Serif: base vetorial licenciada
U+1D01,ᴁ,LATIN LETTER SMALL CAPITAL AE,DejaVu Serif: base vetorial licenciada
U+1D02,ᴂ,LATIN SMALL LETTER TURNED AE,DejaVu Serif: base vetorial licenciada
U+1D03,ᴃ,LATIN LETTER SMALL CAPITAL BARRED B,DejaVu Serif: base vetorial licenciada
U+1D04,ᴄ,LATIN LETTER SMALL CAPITAL C,DejaVu Serif: base vetorial licenciada
U+1D05,ᴅ,LATIN LETTER SMALL CAPITAL D,DejaVu Serif: base vetorial licenciada
U+1D06,ᴆ,LATIN LETTER SMALL CAPITAL ETH,DejaVu Serif: base vetorial licenciada
U+1D07,ᴇ,LATIN LETTER SMALL CAPITAL E,DejaVu Serif: base vetorial licenciada
U+1D08,ᴈ,LATIN SMALL LETTER TURNED OPEN E,DejaVu Serif: base vetorial licenciada
U+1D09,ᴉ,LATIN SMALL LETTER TURNED I,DejaVu Serif: base vetorial licenciada
U+1D0A,ᴊ,LATIN LETTER SMALL CAPITAL J,DejaVu Serif: base vetorial licenciada
U+1D0B,ᴋ,LATIN LETTER SMALL CAPITAL K,DejaVu Serif: base vetorial licenciada
U+1D0C,ᴌ,LATIN LETTER SMALL CAPITAL L WITH STROKE,DejaVu Serif: base vetorial licenciada
U+1D0D,ᴍ,LATIN LETTER SMALL CAPITAL M,DejaVu Serif: base vetorial licenciada
U+1D0E,ᴎ,LATIN LETTER SMALL CAPITAL REVERSED N,DejaVu Serif: base vetorial licenciada
U+1D0F,ᴏ,LATIN LETTER SMALL CAPITAL O,DejaVu Serif: base vetorial licenciada
U+1D10,ᴐ,LATIN LETTER SMALL CAPITAL OPEN O,DejaVu Serif: base vetorial licenciada
U+1D11,ᴑ,LATIN SMALL LETTER SIDEWAYS O,DejaVu Serif: base vetorial licenciada
U+1D12,ᴒ,LATIN SMALL LETTER SIDEWAYS OPEN O,DejaVu Serif: base vetorial licenciada
U+1D13,ᴓ,LATIN SMALL LETTER SIDEWAYS O WITH STROKE,DejaVu Serif: base vetorial licenciada
U+1D14,ᴔ,LATIN SMALL LETTER TURNED OE,DejaVu Serif: base vetorial licenciada
U+1D15,ᴕ,LATIN LETTER SMALL CAPITAL OU,DejaVu Serif: base vetorial licenciada
U+1D16,ᴖ,LATIN SMALL LETTER TOP HALF O,DejaVu Serif: base vetorial licenciada
U+1D17,ᴗ,LATIN SMALL LETTER BOTTOM HALF O,DejaVu Serif: base vetorial licenciada
U+1D18,ᴘ,LATIN LETTER SMALL CAPITAL P,DejaVu Serif: base vetorial licenciada
U+1D19,ᴙ,LATIN LETTER SMALL CAPITAL REVERSED R,DejaVu Serif: base vetorial licenciada
U+1D1A,ᴚ,LATIN LETTER SMALL CAPITAL TURNED R,DejaVu Serif: base vetorial licenciada
U+1D1B,ᴛ,LATIN LETTER SMALL CAPITAL T,DejaVu Serif: base vetorial licenciada
U+1D1C,ᴜ,LATIN LETTER SMALL CAPITAL U,DejaVu Serif: base vetorial licenciada
U+1D1D,ᴝ,LATIN SMALL LETTER SIDEWAYS U,DejaVu Serif: base vetorial licenciada
U+1D1E,ᴞ,LATIN SMALL LETTER SIDEWAYS DIAERESIZED U,DejaVu Serif: base vetorial licenciada
U+1D1F,ᴟ,LATIN SMALL LETTER SIDEWAYS TURNED M,DejaVu Serif: base vetorial licenciada
U+1D20,ᴠ,LATIN LETTER SMALL CAPITAL V,DejaVu Serif: base vetorial licenciada
U+1D21,ᴡ,LATIN LETTER SMALL CAPITAL W,DejaVu Serif: base vetorial licenciada
U+1D22,ᴢ,LATIN LETTER SMALL CAPITAL Z,DejaVu Serif: base vetorial licenciada
U+1D23,ᴣ,LATIN LETTER SMALL CAPITAL EZH,DejaVu Serif: base vetorial licenciada
U+1D24,ᴤ,LATIN LETTER VOICED LARYNGEAL SPIRANT,DejaVu Serif: base vetorial licenciada
U+1D25,ᴥ,LATIN LETTER AIN,DejaVu Serif: base vetorial licenciada
U+1D26,ᴦ,GREEK LETTER SMALL CAPITAL GAMMA,DejaVu Serif: base vetorial licenciada
U+1D27,ᴧ,GREEK LETTER SMALL CAPITAL LAMDA,DejaVu Serif: base vetorial licenciada
U+1D28,ᴨ,GREEK LETTER SMALL CAPITAL PI,DejaVu Serif: base vetorial licenciada
U+1D29,ᴩ,GREEK LETTER SMALL CAPITAL RHO,DejaVu Serif: base vetorial licenciada
U+1D2A,ᴪ,GREEK LETTER SMALL CAPITAL PSI,DejaVu Serif: base vetorial licenciada
U+1D2B,ᴫ,CYRILLIC LETTER SMALL CAPITAL EL,DejaVu Serif: base vetorial licenciada
U+1D2C,ᴬ,MODIFIER LETTER CAPITAL A,DejaVu Serif: base vetorial licenciada
U+1D2D,ᴭ,MODIFIER LETTER CAPITAL AE,DejaVu Serif: base vetorial licenciada
U+1D2E,ᴮ,MODIFIER LETTER CAPITAL B,DejaVu Serif: base vetorial licenciada
U+1D2F,ᴯ,MODIFIER LETTER CAPITAL BARRED B,DejaVu Serif: base vetorial licenciada
U+1D30,ᴰ,MODIFIER LETTER CAPITAL D,DejaVu Serif: base vetorial licenciada
U+1D31,ᴱ,MODIFIER LETTER CAPITAL E,DejaVu Serif: base vetorial licenciada
U+1D32,ᴲ,MODIFIER LETTER CAPITAL REVERSED E,DejaVu Serif: base vetorial licenciada
U+1D33,ᴳ,MODIFIER LETTER CAPITAL G,DejaVu Serif: base vetorial licenciada
U+1D34,ᴴ,MODIFIER LETTER CAPITAL H,DejaVu Serif: base vetorial licenciada
U+1D35,ᴵ,MODIFIER LETTER CAPITAL I,DejaVu Serif: base vetorial licenciada
U+1D36,ᴶ,MODIFIER LETTER CAPITAL J,DejaVu Serif: base vetorial licenciada
