Unicode,Caractere,Nome,Origem
U+0302,̂,COMBINING CIRCUMFLEX ACCENT,DejaVu Serif: base vetorial licenciada
U+0303,̃,COMBINING TILDE,DejaVu Serif: base vetorial licenciada
U+0304,̄,COMBINING MACRON,DejaVu Serif: base vetorial licenciada
U+0305,̅,COMBINING OVERLINE,DejaVu Serif: base vetorial licenciada
U+0306,̆,COMBINING BREVE,DejaVu Serif: base vetorial licenciada
U+0307,̇,COMBINING DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+0308,̈,COMBINING DIAERESIS,DejaVu Serif: base vetorial licenciada
U+0309,̉,COMBINING HOOK ABOVE,DejaVu Serif: base vetorial licenciada
U+030A,̊,COMBINING RING ABOVE,DejaVu Serif: base vetorial licenciada
U+030B,̋,COMBINING DOUBLE ACUTE ACCENT,DejaVu Serif: base vetorial licenciada
U+030C,̌,COMBINING CARON,DejaVu Serif: base vetorial licenciada
U+030D,̍,COMBINING VERTICAL LINE ABOVE,DejaVu Serif: base vetorial licenciada
U+030E,̎,COMBINING DOUBLE VERTICAL LINE ABOVE,DejaVu Serif: base vetorial licenciada
U+030F,̏,COMBINING DOUBLE GRAVE ACCENT,DejaVu Serif: base vetorial licenciada
U+0310,̐,COMBINING CANDRABINDU,DejaVu Serif: base vetorial licenciada
U+0311,̑,COMBINING INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0312,̒,COMBINING TURNED COMMA ABOVE,DejaVu Serif: base vetorial licenciada
U+0313,̓,COMBINING COMMA ABOVE,DejaVu Serif: base vetorial licenciada
U+0314,̔,COMBINING REVERSED COMMA ABOVE,DejaVu Serif: base vetorial licenciada
U+0315,̕,COMBINING COMMA ABOVE RIGHT,DejaVu Serif: base vetorial licenciada
U+0316,̖,COMBINING GRAVE ACCENT BELOW,DejaVu Serif: base vetorial licenciada
U+0317,̗,COMBINING ACUTE ACCENT BELOW,DejaVu Serif: base vetorial licenciada
U+0318,̘,COMBINING LEFT TACK BELOW,DejaVu Serif: base vetorial licenciada
U+0319,̙,COMBINING RIGHT TACK BELOW,DejaVu Serif: base vetorial licenciada
U+031A,̚,COMBINING LEFT ANGLE ABOVE,DejaVu Serif: base vetorial licenciada
U+031B,̛,COMBINING HORN,DejaVu Serif: base vetorial licenciada
U+031C,̜,COMBINING LEFT HALF RING BELOW,DejaVu Serif: base vetorial licenciada
U+031D,̝,COMBINING UP TACK BELOW,DejaVu Serif: base vetorial licenciada
U+031E,̞,COMBINING DOWN TACK BELOW,DejaVu Serif: base vetorial licenciada
U+031F,̟,COMBINING PLUS SIGN BELOW,DejaVu Serif: base vetorial licenciada
U+0320,̠,COMBINING MINUS SIGN BELOW,DejaVu Serif: base vetorial licenciada
U+0321,̡,COMBINING PALATALIZED HOOK BELOW,DejaVu Serif: base vetorial licenciada
U+0322,̢,COMBINING RETROFLEX HOOK BELOW,DejaVu Serif: base vetorial licenciada
U+0323,̣,COMBINING DOT BELOW,DejaVu Serif: base vetorial licenciada
U+0324,̤,COMBINING DIAERESIS BELOW,DejaVu Serif: base vetorial licenciada
U+0325,̥,COMBINING RING BELOW,DejaVu Serif: base vetorial licenciada
U+0326,̦,COMBINING COMMA BELOW,DejaVu Serif: base vetorial licenciada
U+0327,̧,COMBINING CEDILLA,DejaVu Serif: base vetorial licenciada
U+0328,̨,COMBINING OGONEK,DejaVu Serif: base vetorial licenciada
U+0329,̩,COMBINING VERTICAL LINE BELOW,DejaVu Serif: base vetorial licenciada
U+032A,̪,COMBINING BRIDGE BELOW,DejaVu Serif: base vetorial licenciada
U+032B,̫,COMBINING INVERTED DOUBLE ARCH BELOW,DejaVu Serif: base vetorial licenciada
U+032C,̬,COMBINING CARON BELOW,DejaVu Serif: base vetorial licenciada
U+032D,̭,COMBINING CIRCUMFLEX ACCENT BELOW,DejaVu Serif: base vetorial licenciada
U+032E,̮,COMBINING BREVE BELOW,DejaVu Serif: base vetorial licenciada
U+032F,̯,COMBINING INVERTED BREVE BELOW,DejaVu Serif: base vetorial licenciada
U+0330,̰,COMBINING TILDE BELOW,DejaVu Serif: base vetorial licenciada
U+0331,̱,COMBINING MACRON BELOW,DejaVu Serif: base vetorial licenciada
U+0332,̲,COMBINING LOW LINE,DejaVu Serif: base vetorial licenciada
U+0333,̳,COMBINING DOUBLE LOW LINE,DejaVu Serif: base vetorial licenciada
U+0334,̴,COMBINING TILDE OVERLAY,DejaVu Serif: base vetorial licenciada
U+0335,̵,COMBINING SHORT STROKE OVERLAY,DejaVu Serif: base vetorial licenciada
U+0336,̶,COMBINING LONG STROKE OVERLAY,DejaVu Serif: base vetorial licenciada
U+0337,̷,COMBINING SHORT SOLIDUS OVERLAY,DejaVu Serif: base vetorial licenciada
U+0338,̸,COMBINING LONG SOLIDUS OVERLAY,DejaVu Serif: base vetorial licenciada
U+0339,̹,COMBINING RIGHT HALF RING BELOW,DejaVu Serif: base vetorial licenciada
U+033A,̺,COMBINING INVERTED BRIDGE BELOW,DejaVu Serif: base vetorial licenciada
U+033B,̻,COMBINING SQUARE BELOW,DejaVu Serif: base vetorial licenciada
U+033C,̼,COMBINING SEAGULL BELOW,DejaVu Serif: base vetorial licenciada
U+033D,̽,COMBINING X ABOVE,DejaVu Serif: base vetorial licenciada
U+033E,̾,COMBINING VERTICAL TILDE,DejaVu Serif: base vetorial licenciada
U+033F,̿,COMBINING DOUBLE OVERLINE,DejaVu Serif: base vetorial licenciada
U+0342,͂,COMBINING GREEK PERISPOMENI,"Perispômeni combinante: glifo de til da base, código Unicode próprio"
U+0343,̓,COMBINING GREEK KORONIS,DejaVu Serif: base vetorial licenciada
U+0344,̈́,COMBINING GREEK DIALYTIKA TONOS,Marca grega composta: contornos DejaVu e ancoragem OpenType adaptada
U+0345,ͅ,COMBINING GREEK YPOGEGRAMMENI,Marca grega composta: contornos DejaVu e ancoragem OpenType adaptada
U+034F,͏,COMBINING GRAPHEME JOINER,DejaVu Serif: base vetorial licenciada
U+0358,͘,COMBINING DOT ABOVE RIGHT,DejaVu Serif: base vetorial licenciada
U+0360,͠,COMBINING DOUBLE TILDE,DejaVu Serif: base vetorial licenciada
U+0361,͡,COMBINING DOUBLE INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0370,Ͱ,GREEK CAPITAL LETTER HETA,Composição Unicode com base ornamental e sinais da base DejaVu
U+0372,Ͳ,GREEK CAPITAL LETTER ARCHAIC SAMPI,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0376,Ͷ,GREEK CAPITAL LETTER PAMPHYLIAN DIGAMMA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+037F,Ϳ,GREEK CAPITAL LETTER YOT,Composição Unicode com base ornamental e sinais da base DejaVu
U+0386,Ά,GREEK CAPITAL LETTER ALPHA WITH TONOS,Composição Unicode com base ornamental e sinais da base DejaVu
U+0388,Έ,GREEK CAPITAL LETTER EPSILON WITH TONOS,Composição Unicode com base ornamental e sinais da base DejaVu
U+0389,Ή,GREEK CAPITAL LETTER ETA WITH TONOS,Composição Unicode com base ornamental e sinais da base DejaVu
U+038A,Ί,GREEK CAPITAL LETTER IOTA WITH TONOS,Composição Unicode com base ornamental e sinais da base DejaVu
U+038C,Ό,GREEK CAPITAL LETTER OMICRON WITH TONOS,Composição Unicode com base ornamental e sinais da base DejaVu
U+038E,Ύ,GREEK CAPITAL LETTER UPSILON WITH TONOS,Composição Unicode com base ornamental e sinais da base DejaVu
U+038F,Ώ,GREEK CAPITAL LETTER OMEGA WITH TONOS,Composição Unicode com base ornamental e sinais da base DejaVu
U+0391,Α,GREEK CAPITAL LETTER ALPHA,Composição Unicode com base ornamental e sinais da base DejaVu
U+0392,Β,GREEK CAPITAL LETTER BETA,Composição Unicode com base ornamental e sinais da base DejaVu
U+0393,Γ,GREEK CAPITAL LETTER GAMMA,"Peregrini Iluminada: desenho equivalente, Unicode distinto"
U+0394,Δ,GREEK CAPITAL LETTER DELTA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0395,Ε,GREEK CAPITAL LETTER EPSILON,Composição Unicode com base ornamental e sinais da base DejaVu
U+0396,Ζ,GREEK CAPITAL LETTER ZETA,Composição Unicode com base ornamental e sinais da base DejaVu
U+0397,Η,GREEK CAPITAL LETTER ETA,Composição Unicode com base ornamental e sinais da base DejaVu
U+0398,Θ,GREEK CAPITAL LETTER THETA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0399,Ι,GREEK CAPITAL LETTER IOTA,Composição Unicode com base ornamental e sinais da base DejaVu
U+039A,Κ,GREEK CAPITAL LETTER KAPPA,Composição Unicode com base ornamental e sinais da base DejaVu
U+039B,Λ,GREEK CAPITAL LETTER LAMDA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+039C,Μ,GREEK CAPITAL LETTER MU,Composição Unicode com base ornamental e sinais da base DejaVu
U+039D,Ν,GREEK CAPITAL LETTER NU,Composição Unicode com base ornamental e sinais da base DejaVu
U+039E,Ξ,GREEK CAPITAL LETTER XI,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+039F,Ο,GREEK CAPITAL LETTER OMICRON,Composição Unicode com base ornamental e sinais da base DejaVu
U+03A0,Π,GREEK CAPITAL LETTER PI,Composição Unicode com base ornamental e sinais da base DejaVu
U+03A1,Ρ,GREEK CAPITAL LETTER RHO,Composição Unicode com base ornamental e sinais da base DejaVu
U+03A3,Σ,GREEK CAPITAL LETTER SIGMA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03A4,Τ,GREEK CAPITAL LETTER TAU,Composição Unicode com base ornamental e sinais da base DejaVu
U+03A5,Υ,GREEK CAPITAL LETTER UPSILON,Composição Unicode com base ornamental e sinais da base DejaVu
U+03A6,Φ,GREEK CAPITAL LETTER PHI,Peregrini Iluminada: desenho aprovado suavizado
U+03A7,Χ,GREEK CAPITAL LETTER CHI,Composição Unicode com base ornamental e sinais da base DejaVu
U+03A8,Ψ,GREEK CAPITAL LETTER PSI,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03A9,Ω,GREEK CAPITAL LETTER OMEGA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03AA,Ϊ,GREEK CAPITAL LETTER IOTA WITH DIALYTIKA,Composição Unicode com base ornamental e sinais da base DejaVu
U+03AB,Ϋ,GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA,Composição Unicode com base ornamental e sinais da base DejaVu
U+03CF,Ϗ,GREEK CAPITAL KAI SYMBOL,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03D2,ϒ,GREEK UPSILON WITH HOOK SYMBOL,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03D3,ϓ,GREEK UPSILON WITH ACUTE AND HOOK SYMBOL,Composição Unicode com base ornamental e sinais da base DejaVu
U+03D4,ϔ,GREEK UPSILON WITH DIAERESIS AND HOOK SYMBOL,Composição Unicode com base ornamental e sinais da base DejaVu
U+03D8,Ϙ,GREEK LETTER ARCHAIC KOPPA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03DA,Ϛ,GREEK LETTER STIGMA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03DC,Ϝ,GREEK LETTER DIGAMMA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03DE,Ϟ,GREEK LETTER KOPPA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03E0,Ϡ,GREEK LETTER SAMPI,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03F4,ϴ,GREEK CAPITAL THETA SYMBOL,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03F7,Ϸ,GREEK CAPITAL LETTER SHO,Composição Unicode com base ornamental e sinais da base DejaVu
U+03F9,Ϲ,GREEK CAPITAL LUNATE SIGMA SYMBOL,Composição Unicode com base ornamental e sinais da base DejaVu
U+03FA,Ϻ,GREEK CAPITAL LETTER SAN,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+03FD,Ͻ,GREEK CAPITAL REVERSED LUNATE SIGMA SYMBOL,Composição Unicode com base ornamental e sinais da base DejaVu
U+03FE,Ͼ,GREEK CAPITAL DOTTED LUNATE SIGMA SYMBOL,Composição Unicode com base ornamental e sinais da base DejaVu
U+03FF,Ͽ,GREEK CAPITAL REVERSED DOTTED LUNATE SIGMA SYMBOL,Composição Unicode com base ornamental e sinais da base DejaVu
U+0400,Ѐ,CYRILLIC CAPITAL LETTER IE WITH GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+0401,Ё,CYRILLIC CAPITAL LETTER IO,Composição Unicode com base ornamental e sinais da base DejaVu
U+0402,Ђ,CYRILLIC CAPITAL LETTER DJE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0403,Ѓ,CYRILLIC CAPITAL LETTER GJE,Composição Unicode com base ornamental e sinais da base DejaVu
U+0404,Є,CYRILLIC CAPITAL LETTER UKRAINIAN IE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0405,Ѕ,CYRILLIC CAPITAL LETTER DZE,Composição Unicode com base ornamental e sinais da base DejaVu
U+0406,І,CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I,Composição Unicode com base ornamental e sinais da base DejaVu
U+0407,Ї,CYRILLIC CAPITAL LETTER YI,Composição Unicode com base ornamental e sinais da base DejaVu
U+0408,Ј,CYRILLIC CAPITAL LETTER JE,Composição Unicode com base ornamental e sinais da base DejaVu
U+0409,Љ,CYRILLIC CAPITAL LETTER LJE,Peregrini Iluminada: desenho aprovado suavizado
U+040A,Њ,CYRILLIC CAPITAL LETTER NJE,Peregrini Iluminada: desenho aprovado suavizado
U+040B,Ћ,CYRILLIC CAPITAL LETTER TSHE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+040C,Ќ,CYRILLIC CAPITAL LETTER KJE,Composição Unicode com base ornamental e sinais da base DejaVu
U+040D,Ѝ,CYRILLIC CAPITAL LETTER I WITH GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+040E,Ў,CYRILLIC CAPITAL LETTER SHORT U,Composição Unicode com base ornamental e sinais da base DejaVu
U+040F,Џ,CYRILLIC CAPITAL LETTER DZHE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0410,А,CYRILLIC CAPITAL LETTER A,Composição Unicode com base ornamental e sinais da base DejaVu
U+0411,Б,CYRILLIC CAPITAL LETTER BE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0412,В,CYRILLIC CAPITAL LETTER VE,Composição Unicode com base ornamental e sinais da base DejaVu
U+0413,Г,CYRILLIC CAPITAL LETTER GHE,Peregrini Iluminada: desenho aprovado suavizado
U+0414,Д,CYRILLIC CAPITAL LETTER DE,Peregrini Iluminada: desenho aprovado suavizado
U+0415,Е,CYRILLIC CAPITAL LETTER IE,Composição Unicode com base ornamental e sinais da base DejaVu
U+0416,Ж,CYRILLIC CAPITAL LETTER ZHE,Peregrini Iluminada: desenho aprovado suavizado
U+0417,З,CYRILLIC CAPITAL LETTER ZE,Peregrini Iluminada: desenho aprovado suavizado
U+0418,И,CYRILLIC CAPITAL LETTER I,Peregrini Iluminada: desenho aprovado suavizado
U+0419,Й,CYRILLIC CAPITAL LETTER SHORT I,Composição Unicode com base ornamental e sinais da base DejaVu
U+041A,К,CYRILLIC CAPITAL LETTER KA,"Peregrini Iluminada: desenho equivalente, Unicode distinto"
U+041B,Л,CYRILLIC CAPITAL LETTER EL,Peregrini Iluminada: desenho aprovado suavizado
U+041C,М,CYRILLIC CAPITAL LETTER EM,Composição Unicode com base ornamental e sinais da base DejaVu
U+041D,Н,CYRILLIC CAPITAL LETTER EN,Composição Unicode com base ornamental e sinais da base DejaVu
U+041E,О,CYRILLIC CAPITAL LETTER O,Composição Unicode com base ornamental e sinais da base DejaVu
U+041F,П,CYRILLIC CAPITAL LETTER PE,Peregrini Iluminada: desenho aprovado suavizado
U+0420,Р,CYRILLIC CAPITAL LETTER ER,Composição Unicode com base ornamental e sinais da base DejaVu
U+0421,С,CYRILLIC CAPITAL LETTER ES,Composição Unicode com base ornamental e sinais da base DejaVu
U+0422,Т,CYRILLIC CAPITAL LETTER TE,Composição Unicode com base ornamental e sinais da base DejaVu
U+0423,У,CYRILLIC CAPITAL LETTER U,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0424,Ф,CYRILLIC CAPITAL LETTER EF,"Peregrini Iluminada: desenho equivalente, Unicode distinto"
U+0425,Х,CYRILLIC CAPITAL LETTER HA,Composição Unicode com base ornamental e sinais da base DejaVu
U+0426,Ц,CYRILLIC CAPITAL LETTER TSE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0427,Ч,CYRILLIC CAPITAL LETTER CHE,Peregrini Iluminada: desenho aprovado suavizado
U+0428,Ш,CYRILLIC CAPITAL LETTER SHA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0429,Щ,CYRILLIC CAPITAL LETTER SHCHA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+042A,Ъ,CYRILLIC CAPITAL LETTER HARD SIGN,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+042B,Ы,CYRILLIC CAPITAL LETTER YERU,Composição Unicode com base ornamental e sinais da base DejaVu
U+042C,Ь,CYRILLIC CAPITAL LETTER SOFT SIGN,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+042D,Э,CYRILLIC CAPITAL LETTER E,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+042E,Ю,CYRILLIC CAPITAL LETTER YU,Peregrini Iluminada: desenho aprovado suavizado
U+042F,Я,CYRILLIC CAPITAL LETTER YA,Peregrini Iluminada: desenho aprovado suavizado
U+0462,Ѣ,CYRILLIC CAPITAL LETTER YAT,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0464,Ѥ,CYRILLIC CAPITAL LETTER IOTIFIED E,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+046A,Ѫ,CYRILLIC CAPITAL LETTER BIG YUS,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+046C,Ѭ,CYRILLIC CAPITAL LETTER IOTIFIED BIG YUS,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0470,Ѱ,CYRILLIC CAPITAL LETTER PSI,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0472,Ѳ,CYRILLIC CAPITAL LETTER FITA,Composição Unicode com base ornamental e sinais da base DejaVu
U+0474,Ѵ,CYRILLIC CAPITAL LETTER IZHITSA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0476,Ѷ,CYRILLIC CAPITAL LETTER IZHITSA WITH DOUBLE GRAVE ACCENT,Composição Unicode com base ornamental e sinais da base DejaVu
U+048C,Ҍ,CYRILLIC CAPITAL LETTER SEMISOFT SIGN,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0490,Ґ,CYRILLIC CAPITAL LETTER GHE WITH UPTURN,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0492,Ғ,CYRILLIC CAPITAL LETTER GHE WITH STROKE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0494,Ҕ,CYRILLIC CAPITAL LETTER GHE WITH MIDDLE HOOK,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0496,Җ,CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0498,Ҙ,CYRILLIC CAPITAL LETTER ZE WITH DESCENDER,Composição Unicode com base ornamental e sinais da base DejaVu
U+049A,Қ,CYRILLIC CAPITAL LETTER KA WITH DESCENDER,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+049E,Ҟ,CYRILLIC CAPITAL LETTER KA WITH STROKE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04A0,Ҡ,CYRILLIC CAPITAL LETTER BASHKIR KA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04A2,Ң,CYRILLIC CAPITAL LETTER EN WITH DESCENDER,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04A4,Ҥ,CYRILLIC CAPITAL LIGATURE EN GHE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04A6,Ҧ,CYRILLIC CAPITAL LETTER PE WITH MIDDLE HOOK,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04AA,Ҫ,CYRILLIC CAPITAL LETTER ES WITH DESCENDER,Composição Unicode com base ornamental e sinais da base DejaVu
U+04AC,Ҭ,CYRILLIC CAPITAL LETTER TE WITH DESCENDER,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04AE,Ү,CYRILLIC CAPITAL LETTER STRAIGHT U,Composição Unicode com base ornamental e sinais da base DejaVu
U+04B0,Ұ,CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04B2,Ҳ,CYRILLIC CAPITAL LETTER HA WITH DESCENDER,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04B4,Ҵ,CYRILLIC CAPITAL LIGATURE TE TSE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04B6,Ҷ,CYRILLIC CAPITAL LETTER CHE WITH DESCENDER,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04BA,Һ,CYRILLIC CAPITAL LETTER SHHA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04C0,Ӏ,CYRILLIC LETTER PALOCHKA,Composição Unicode com base ornamental e sinais da base DejaVu
U+04C1,Ӂ,CYRILLIC CAPITAL LETTER ZHE WITH BREVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+04C3,Ӄ,CYRILLIC CAPITAL LETTER KA WITH HOOK,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04C7,Ӈ,CYRILLIC CAPITAL LETTER EN WITH HOOK,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04CB,Ӌ,CYRILLIC CAPITAL LETTER KHAKASSIAN CHE,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04D0,Ӑ,CYRILLIC CAPITAL LETTER A WITH BREVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+04D2,Ӓ,CYRILLIC CAPITAL LETTER A WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+04D4,Ӕ,CYRILLIC CAPITAL LIGATURE A IE,Composição Unicode com base ornamental e sinais da base DejaVu
U+04D6,Ӗ,CYRILLIC CAPITAL LETTER IE WITH BREVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+04D8,Ә,CYRILLIC CAPITAL LETTER SCHWA,Composição Unicode com base ornamental e sinais da base DejaVu
U+04DA,Ӛ,CYRILLIC CAPITAL LETTER SCHWA WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+04DC,Ӝ,CYRILLIC CAPITAL LETTER ZHE WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+04DE,Ӟ,CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+04E0,Ӡ,CYRILLIC CAPITAL LETTER ABKHASIAN DZE,Composição Unicode com base ornamental e sinais da base DejaVu
U+04E2,Ӣ,CYRILLIC CAPITAL LETTER I WITH MACRON,Composição Unicode com base ornamental e sinais da base DejaVu
U+04E4,Ӥ,CYRILLIC CAPITAL LETTER I WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+04E6,Ӧ,CYRILLIC CAPITAL LETTER O WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+04E8,Ө,CYRILLIC CAPITAL LETTER BARRED O,Composição Unicode com base ornamental e sinais da base DejaVu
U+04EA,Ӫ,CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+04EC,Ӭ,CYRILLIC CAPITAL LETTER E WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+04EE,Ӯ,CYRILLIC CAPITAL LETTER U WITH MACRON,Composição Unicode com base ornamental e sinais da base DejaVu
U+04F0,Ӱ,CYRILLIC CAPITAL LETTER U WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+04F2,Ӳ,CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+04F4,Ӵ,CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+04F6,Ӷ,CYRILLIC CAPITAL LETTER GHE WITH DESCENDER,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+04F8,Ӹ,CYRILLIC CAPITAL LETTER YERU WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+0510,Ԑ,CYRILLIC CAPITAL LETTER REVERSED ZE,Composição Unicode com base ornamental e sinais da base DejaVu
U+0512,Ԓ,CYRILLIC CAPITAL LETTER EL WITH HOOK,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+0514,Ԕ,CYRILLIC CAPITAL LETTER LHA,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+051A,Ԛ,CYRILLIC CAPITAL LETTER QA,Composição Unicode com base ornamental e sinais da base DejaVu
U+051C,Ԝ,CYRILLIC CAPITAL LETTER WE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E00,Ḁ,LATIN CAPITAL LETTER A WITH RING BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E02,Ḃ,LATIN CAPITAL LETTER B WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E04,Ḅ,LATIN CAPITAL LETTER B WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E06,Ḇ,LATIN CAPITAL LETTER B WITH LINE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E08,Ḉ,LATIN CAPITAL LETTER C WITH CEDILLA AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E0A,Ḋ,LATIN CAPITAL LETTER D WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E0C,Ḍ,LATIN CAPITAL LETTER D WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E0E,Ḏ,LATIN CAPITAL LETTER D WITH LINE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E10,Ḑ,LATIN CAPITAL LETTER D WITH CEDILLA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E12,Ḓ,LATIN CAPITAL LETTER D WITH CIRCUMFLEX BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E14,Ḕ,LATIN CAPITAL LETTER E WITH MACRON AND GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E16,Ḗ,LATIN CAPITAL LETTER E WITH MACRON AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E18,Ḙ,LATIN CAPITAL LETTER E WITH CIRCUMFLEX BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E1A,Ḛ,LATIN CAPITAL LETTER E WITH TILDE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E1C,Ḝ,LATIN CAPITAL LETTER E WITH CEDILLA AND BREVE,Composição Unicode com base ornamental e sinais da base DejaVu
